Content ID,Content Type,Category,Type,Datetime,Sentiment,Score_final,Score_top5
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-12-25 00:09:41,positive,60,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-14 07:56:56,positive,50,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-11-18 23:37:37,negative,5,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-05-09 02:42:43,positive,30,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-05-11 08:38:47,negative,10,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,2020-11-12 08:00:05,neutral,35,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-06-21 16:57:09,positive,60,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2021-03-04 23:58:54,positive,75,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-07-09 16:47:07,positive,70,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-08-01 19:16:01,negative,5,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2020-11-23 22:46:17,negative,10,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-04-23 23:41:18,negative,10,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-11-13 00:33:42,positive,70,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-09 10:13:56,positive,30,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,2020-10-29 19:41:49,positive,65,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2021-05-14 12:47:27,positive,60,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,2020-08-04 05:40:33,negative,0,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-08-07 04:09:29,positive,72,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-23 21:19:27,positive,72,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-11-14 23:53:51,positive,72,62866
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2020-11-12 04:54:46,positive,30,62866
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,2021-04-03 12:17:12,negative,12,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,2020-09-27 22:15:54,positive,70,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2020-10-27 05:45:15,positive,60,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,2020-10-15 09:11:23,negative,15,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2021-05-07 09:16:35,positive,60,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,2020-09-16 08:39:40,negative,5,61879
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,2020-10-29 15:38:26,neutral,20,61879
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-02-25 20:02:53,positive,30,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,2021-05-02 03:45:03,negative,5,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,2021-01-28 08:49:29,positive,70,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2021-02-15 13:06:04,neutral,35,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2020-11-04 21:25:52,negative,10,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,2020-06-23 22:12:03,positive,65,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-02-16 04:01:15,positive,70,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-01-03 08:44:25,positive,30,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2020-11-25 12:45:41,positive,72,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,2021-05-22 21:03:24,positive,50,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-01-18 13:39:54,positive,70,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,2021-01-06 00:35:24,neutral,20,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-14 14:33:17,positive,72,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,2021-05-27 15:21:54,negative,12,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-07-21 02:12:26,neutral,35,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-05-26 06:09:46,negative,10,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-02-25 03:16:57,negative,10,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,2020-12-07 22:50:16,positive,45,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-09-01 21:18:45,neutral,35,58530
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-10 22:07:25,positive,72,58530
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,2021-03-31 15:24:36,positive,70,61879
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2021-02-05 17:00:19,positive,75,61879
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2021-02-19 16:29:59,positive,60,61879
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,2020-07-25 00:00:21,negative,12,61879
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-06-30 13:08:43,positive,75,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,2020-08-04 03:09:30,positive,60,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-28 07:01:21,positive,45,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-10-25 02:39:21,positive,75,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,worried,2020-07-05 03:37:53,negative,12,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,cherish,2021-04-28 15:16:13,positive,70,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,indifferent,2021-01-31 00:54:10,neutral,20,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,2020-08-29 11:37:51,positive,72,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-10-15 12:09:51,positive,45,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,2020-10-31 21:46:10,negative,15,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,2020-10-12 09:40:05,positive,60,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,want,2020-12-12 12:22:24,positive,70,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,like,2021-01-09 16:37:02,positive,50,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,hate,2020-08-23 04:39:40,negative,5,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2020-12-22 04:20:41,positive,65,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,disgust,2020-11-07 08:49:52,negative,0,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,2021-04-17 22:45:10,positive,72,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,2021-04-21 00:21:08,negative,15,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-06 02:08:44,positive,45,60575
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2021-03-26 05:42:40,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,interested,2021-04-03 09:24:27,positive,30,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,worried,2021-03-19 19:32:51,negative,12,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2021-05-18 07:58:39,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,cherish,2021-03-14 07:11:05,positive,70,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,adore,2020-07-02 11:39:05,positive,72,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,interested,2020-09-19 15:11:05,positive,30,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2021-04-05 19:34:52,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2021-05-27 20:53:16,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,intrigued,2021-01-09 20:40:41,positive,45,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,like,2020-09-07 01:45:11,positive,50,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2020-11-23 05:19:59,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,adore,2021-05-13 03:52:42,positive,72,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,interested,2021-03-01 20:21:44,positive,30,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,cherish,2020-08-17 16:53:20,positive,70,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,indifferent,2020-06-30 10:29:53,neutral,20,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,indifferent,2021-04-30 02:55:56,neutral,20,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,indifferent,2020-08-09 10:14:34,neutral,20,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,scared,2021-01-31 14:19:15,negative,15,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,hate,2021-02-21 17:06:48,negative,5,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,interested,2020-10-19 18:27:44,positive,30,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,peeking,2021-06-18 01:10:19,neutral,35,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,like,2020-09-03 13:24:42,positive,50,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,heart,2021-03-09 12:10:20,positive,60,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,peeking,2020-06-23 21:54:31,neutral,35,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,peeking,2021-03-18 13:28:26,neutral,35,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,heart,2020-09-06 17:27:49,positive,60,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,disgust,2021-04-28 07:00:56,negative,0,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,peeking,2021-03-04 21:16:10,neutral,35,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2020-10-12 05:59:18,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,love,2021-05-07 04:02:28,positive,65,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,heart,2020-07-20 04:52:58,positive,60,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,adore,2021-04-29 09:59:11,positive,72,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,hate,2021-04-29 06:42:43,negative,5,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,dislike,2021-02-13 18:54:30,negative,10,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,indifferent,2020-08-23 13:12:57,neutral,20,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,cherish,2020-10-09 19:16:29,positive,70,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,worried,2020-11-17 18:45:49,negative,12,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,worried,2021-04-18 00:54:17,negative,12,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,adore,2021-01-14 09:05:20,positive,72,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,intrigued,2021-05-14 17:54:59,positive,45,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,hate,2020-08-24 14:46:59,negative,5,60575
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,hate,2021-02-14 18:33:57,negative,5,60575
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,cherish,2020-06-28 07:53:22,positive,70,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2020-12-09 23:38:09,positive,72,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,hate,2021-03-27 05:17:06,negative,5,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2021-04-17 18:59:39,positive,75,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2020-07-05 19:22:31,positive,72,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,dislike,2021-05-08 07:39:21,negative,10,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,like,2020-10-02 00:45:49,positive,50,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,interested,2021-01-04 04:40:07,positive,30,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,intrigued,2021-06-06 18:49:29,positive,45,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2020-10-02 01:50:11,positive,75,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,cherish,2020-11-02 14:43:06,positive,70,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-10 08:47:34,negative,12,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,want,2021-04-15 04:37:46,positive,70,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,hate,2020-12-13 00:43:22,negative,5,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2020-06-21 13:09:27,positive,75,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,scared,2020-08-18 11:34:22,negative,15,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2021-03-19 21:35:58,positive,72,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,disgust,2021-03-08 02:51:24,negative,0,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,want,2021-02-20 05:52:29,positive,70,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,peeking,2020-12-22 11:15:01,neutral,35,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,super love,2021-03-25 13:06:59,positive,75,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,indifferent,2020-08-26 19:10:51,neutral,20,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-07 06:14:06,negative,12,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,adore,2021-04-02 19:50:55,positive,72,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,dislike,2021-04-23 11:45:31,negative,10,62866
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,worried,2020-12-23 18:50:35,negative,12,62866
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,2021-01-17 23:43:53,negative,0,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,2020-06-23 11:28:25,negative,0,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-10-22 09:15:50,negative,10,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2021-03-10 18:08:20,positive,72,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2020-12-28 09:05:09,negative,12,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-05-19 11:51:15,negative,5,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2021-05-04 21:19:02,positive,72,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2020-12-26 13:56:56,negative,5,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2021-01-23 11:26:42,negative,12,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2020-11-03 04:22:14,positive,30,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,super love,2020-09-02 00:42:34,positive,75,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-12-11 09:58:16,negative,10,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,heart,2021-01-14 00:16:41,positive,60,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,super love,2020-10-16 14:01:02,positive,75,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2021-02-03 08:07:48,negative,10,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,worried,2020-12-15 07:10:58,negative,12,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,dislike,2020-10-10 22:18:07,negative,10,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,heart,2021-03-23 19:44:59,positive,60,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,indifferent,2020-07-24 12:25:11,neutral,20,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-02-05 19:47:55,negative,5,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2021-02-09 04:51:20,positive,30,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,adore,2020-10-04 22:03:38,positive,72,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,intrigued,2021-01-15 21:57:57,positive,45,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,interested,2020-06-24 01:16:23,positive,30,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,indifferent,2020-07-02 22:14:27,neutral,20,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,hate,2021-02-16 12:59:22,negative,5,58530
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,like,2021-01-01 01:06:11,positive,50,58530
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-02-26 21:35:14,negative,15,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,heart,2021-05-30 10:00:23,positive,60,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-02-24 17:09:32,negative,15,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,love,2021-01-08 15:13:20,positive,65,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,interested,2020-10-13 12:54:00,positive,30,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,heart,2020-07-08 11:52:26,positive,60,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2021-02-16 12:11:01,positive,72,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,2020-08-01 08:00:05,negative,0,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,hate,2020-12-25 22:21:40,negative,5,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2020-11-04 14:40:19,positive,72,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,peeking,2020-11-22 01:05:58,neutral,35,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,cherish,2020-09-07 23:56:37,positive,70,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,scared,2021-06-05 11:48:51,negative,15,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,hate,2020-12-27 22:57:47,negative,5,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,intrigued,2020-09-25 22:00:47,positive,45,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,adore,2020-08-04 11:20:40,positive,72,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,dislike,2021-03-18 18:58:00,negative,10,61879
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,like,2020-09-30 09:07:08,positive,50,61879
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,intrigued,2020-10-19 03:36:22,positive,45,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,adore,2020-10-27 21:57:49,positive,72,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,2020-06-30 23:11:07,negative,0,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,scared,2021-02-05 02:00:43,negative,15,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,intrigued,2021-03-12 23:07:49,positive,45,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,heart,2020-10-17 04:55:11,positive,60,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,worried,2021-05-22 03:37:41,negative,12,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,indifferent,2020-06-24 02:58:34,neutral,20,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,super love,2021-03-13 21:26:58,positive,75,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,2021-05-21 14:58:32,negative,0,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,peeking,2021-02-07 13:05:34,neutral,35,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,interested,2020-12-13 00:37:47,positive,30,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,worried,2021-03-11 00:44:37,negative,12,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,peeking,2020-12-12 15:42:49,neutral,35,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,adore,2020-12-23 12:51:18,positive,72,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,love,2021-02-03 21:47:30,positive,65,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,cherish,2020-09-01 22:44:10,positive,70,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,2020-10-01 07:34:15,negative,0,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,want,2021-04-16 09:46:40,positive,70,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,super love,2020-11-12 16:56:37,positive,75,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,cherish,2020-09-18 23:23:40,positive,70,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,adore,2020-07-25 18:29:59,positive,72,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,super love,2021-04-12 23:07:35,positive,75,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,like,2020-07-11 00:31:58,positive,50,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,like,2020-12-28 00:27:06,positive,50,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,want,2020-08-10 05:25:41,positive,70,62866
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,worried,2021-03-08 12:14:48,negative,12,62866
